Users of this data file should acknowledge the National Park Service.,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE: There are two parts to this file. Part I contains information on the sites selected.,,,,,,,,,,,,,,,,,,,,,,,,,,
Part II contains the actual data and begins on line 9.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Part I - Site Information,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBR,AIRS_SITE_CODE,TIME_ZONE,LONG_DEC,LAT_DEC,ELEV_mMSL,SITE_NAME,,,,,,,,,,,,,,,,,,,,
ZION-DW,49-053-0130,MST,113.1506,37.1983,1213,Zion National Park - Dalton's Wash,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Part II - Data,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBR,PAR,DATE,HOUR_0,HOUR_1,HOUR_2,HOUR_3,HOUR_4,HOUR_5,HOUR_6,HOUR_7,HOUR_8,HOUR_9,HOUR_10,HOUR_11,HOUR_12,HOUR_13,HOUR_14,HOUR_15,HOUR_16,HOUR_17,HOUR_18,HOUR_19,HOUR_20,HOUR_21,HOUR_22,HOUR_23
ZION-DW,RNF_MM_HR,5/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,5/29/2004 0:00,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,5/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,5/31/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/5/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/6/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/8/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/9/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/10/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/12/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/13/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/14/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/15/2004 0:00,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/16/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/18/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/19/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/20/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/21/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999
ZION-DW,RNF_MM_HR,6/22/2004 0:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/23/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/24/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/25/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/26/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/27/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/29/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,6/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/5/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/6/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/8/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/9/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/10/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/12/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/13/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/14/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/15/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/16/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/18/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/19/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/20/2004 0:00,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/21/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/22/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/23/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/24/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/25/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/26/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/27/2004 0:00,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/29/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,7/31/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/5/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/6/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/8/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/9/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/10/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/12/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/13/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/14/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/15/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/16/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,2,2,0,0
ZION-DW,RNF_MM_HR,8/18/2004 0:00,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ZION-DW,RNF_MM_HR,8/19/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/20/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/21/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/22/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/23/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/24/2004 0:00,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/25/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/26/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/27/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/29/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,8/31/2004 0:00,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/5/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/6/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/8/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/9/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZION-DW,RNF_MM_HR,9/10/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/12/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/13/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/14/2004 0:00,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/15/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/16/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/18/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZION-DW,RNF_MM_HR,9/19/2004 0:00,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/20/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/21/2004 0:00,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/22/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/23/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/24/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/25/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/26/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/27/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0
ZION-DW,RNF_MM_HR,9/29/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,2,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,9/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/5/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/6/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/8/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/9/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/10/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/12/2004 0:00,0,0,0,0,0,0,0,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/13/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/14/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/15/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/16/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/18/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ZION-DW,RNF_MM_HR,10/19/2004 0:00,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ZION-DW,RNF_MM_HR,10/20/2004 0:00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,3,8,5,4,2,2
ZION-DW,RNF_MM_HR,10/21/2004 0:00,2,3,2,3,5,2,1,0,2,4,3,2,2,0,0,0,1,0,1,2,3,1,0,0
ZION-DW,RNF_MM_HR,10/22/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/23/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/24/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/25/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/26/2004 0:00,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/27/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,3,2,0,1,2,3,1,0
ZION-DW,RNF_MM_HR,10/28/2004 0:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/29/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/30/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,10/31/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/1/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/2/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/3/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/4/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/5/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/6/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/7/2004 0:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2
ZION-DW,RNF_MM_HR,11/8/2004 0:00,0,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/9/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/10/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/11/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ZION-DW,RNF_MM_HR,11/12/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/13/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/14/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/15/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/16/2004 0:00,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/17/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZION-DW,RNF_MM_HR,11/18/2004 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
